origin_zip_range,dest_zip_range,fedex_express_zone,fedex_ground_zone
61700-61799,50500-50599,4,4
61700-61799,50600-50999,3,3
61700-61799,51000-51699,4,4
61700-61799,51700-51999,NA,NA
61700-61799,52000-52599,3,3
61700-61799,52600-52899,2,2
61700-61799,52900-52999,NA,NA
61700-61799,53000-53999,3,3
61700-61799,54000-54099,4,4
61700-61799,54100-54499,3,3
61700-61799,54500-54599,4,4
61700-61799,54600-54699,3,3
61700-61799,54700-54899,4,4
61700-61799,54900-54999,3,3
61700-61799,55000-56699,4,4
61700-61799,56700-56799,5,5
61700-61799,56800-56999,NA,NA
61700-61799,57000-57499,4,4
61700-61799,57500-57799,5,5
61700-61799,57800-57999,NA,NA
61700-61799,58000-58199,4,4
61700-61799,58200-58899,5,5
61700-61799,58900-58999,NA,NA
61700-61799,59000-59199,6,6
61700-61799,59200-59399,5,5
61700-61799,59400-59999,6,6
61700-61799,60000-62899,2,2
61700-61799,62900-62999,3,3
61700-61799,63000-63499,2,2
61700-61799,63500-63999,3,3
61700-61799,64000-64599,4,4
61700-61799,64600-64799,3,3
61700-61799,64800-64999,4,4
61700-61799,65000-65999,3,3
61700-61799,66000-67699,4,4
61700-61799,67700-67999,5,5
61700-61799,68000-68999,4,4
61700-61799,69000-70999,5,5
61700-61799,71000-71299,4,4
61700-61799,71300-71499,5,5
61700-61799,71500-71599,NA,NA
61700-61799,71600-73299,4,4
61700-61799,73300-73699,5,5
61700-61799,73700-73799,4,4
61700-61799,73800-73999,5,5
61700-61799,74000-74999,4,4
61700-61799,75000-75499,5,5
61700-61799,75500-75599,4,4
61700-61799,75600-78499,5,5
61700-61799,78500-78599,6,6
61700-61799,78600-79799,5,5
61700-61799,79800-79999,6,6
61700-61799,80000-81299,5,5
61700-61799,81300-81599,6,6
61700-61799,81600-82099,5,5
61700-61799,82100-82199,6,6
61700-61799,82200-82499,5,5
61700-61799,82500-82599,6,6
61700-61799,82600-82899,5,5
61700-61799,82900-83499,6,6
61700-61799,83500-83899,7,7
61700-61799,83900-83999,NA,NA
61700-61799,84000-85399,6,6
61700-61799,85400-85499,7,7
61700-61799,85500-86399,6,6
61700-61799,86400-86499,7,7
61700-61799,86500-87499,6,6
61700-61799,87500-87799,5,5
61700-61799,87800-88099,6,6
61700-61799,88100-88299,5,5
61700-61799,88300-88399,6,6
61700-61799,88400-88499,5,5
61700-61799,88500-88599,6,6
61700-61799,88600-88899,NA,NA
61700-61799,88900-89299,7,7
61700-61799,89300-89399,6,6
61700-61799,89400-94899,7,7
61700-61799,94900-94999,8,8
61700-61799,95000-95499,7,7
61700-61799,95500-95599,8,8
61700-61799,95600-96699,7,96700
61700-61799,96701,10,9
61700-61799,96702-96705,12,9
61700-61799,96706-96707,10,9
61700-61799,96708,12,9
61700-61799,96709,10,9
61700-61799,96710,12,9
61700-61799,96711-96712,10,9
61700-61799,96713-96716,12,9
61700-61799,96717,10,9
61700-61799,96718-96729,12,9
61700-61799,96730-96731,10,9
61700-61799,96732-96733,12,9
61700-61799,96734,10,9
61700-61799,96735-96743,12,9
61700-61799,96744,10,9
61700-61799,96745-96757,12,9
61700-61799,96758-96759,10,9
61700-61799,96760-96761,12,9
61700-61799,96762,10,9
61700-61799,96763-96774,12,9
61700-61799,96775,10,9
61700-61799,96776-96781,12,9
61700-61799,96782,10,9
61700-61799,96783-96785,12,9
61700-61799,96786,10,9
61700-61799,96787-96788,12,9
61700-61799,96789,10,9
61700-61799,96790,12,9
61700-61799,96791-96792,10,9
61700-61799,96793,12,9
61700-61799,96794-96795,10,9
61700-61799,96796,12,9
61700-61799,96797,10,9
61700-61799,96798-96800,12,9
61700-61799,96801-96863,10,9
61700-61799,96864-96899,12,9
61700-61799,96900-96999,NA,NA
61700-61799,97000-99499,7,99500
61700-61799,99501-99524,9,17
61700-61799,99525-99539,11,17
61700-61799,99540,9,17
61700-61799,99541-99566,11,17
61700-61799,99567,9,17
61700-61799,99568-99576,11,17
61700-61799,99577,9,17
61700-61799,99578-99999,11,17
61800-61999,00000-00399,NA,NA
61800-61999,00400-00599,5,5
61800-61999,00600-00799,*,NA
61800-61999,00800-00899,NA,NA
61800-61999,00900-00999,*,NA
61800-61999,01000-04399,5,5
61800-61999,04400-04499,6,6
61800-61999,04500-04599,5,5
61800-61999,04600-04799,6,6
61800-61999,04800-13999,5,5
61800-61999,14000-17499,4,4
61800-61999,17500-17699,5,5
61800-61999,17700-17899,4,4
61800-61999,17900-19999,5,5
61800-61999,20000-20599,4,4
61800-61999,20600-20899,5,5
61800-61999,20900-21399,4,4
61800-61999,21400-21499,5,5
61800-61999,21500-21599,4,4
61800-61999,21600-21699,5,5
61800-61999,21700-21799,4,4
61800-61999,21800-21999,5,5
61800-61999,22000-23299,4,4
61800-61999,23300-23899,5,5
61800-61999,23900-27799,4,4
61800-61999,27800-27999,5,5
61800-61999,28000-28299,4,4
61800-61999,28300-28599,5,5
61800-61999,28600-29399,4,4
61800-61999,29400-29599,5,5
61800-61999,29600-29899,4,4
61800-61999,29900-29999,5,5
61800-61999,30000-31299,4,4
61800-61999,31300-31799,5,5
61800-61999,31800-31999,4,4
61800-61999,32000-32999,5,5
61800-61999,33000-33499,6,6
61800-61999,33500-34799,5,5
61800-61999,34800-34899,NA,NA
61800-61999,34900-34999,6,6
61800-61999,35000-36299,4,4
61800-61999,36300-36699,5,5
61800-61999,36700-36999,4,4
61800-61999,37000-37299,3,3
61800-61999,37300-38199,4,4
61800-61999,38200-38599,3,3
61800-61999,38600-39399,4,4
61800-61999,39400-39599,5,5
61800-61999,39600-39799,4,4
61800-61999,39800-39899,5,5
61800-61999,39900-39999,4,4
61800-61999,40000-40699,3,3
61800-61999,40700-40999,4,4
61800-61999,41000-41099,3,3
61800-61999,41100-41299,4,4
61800-61999,41300-41499,3,3
61800-61999,41500-41899,4,4
61800-61999,41900-41999,NA,NA
61800-61999,42000-43699,3,3
61800-61999,43700-44799,4,4
61800-61999,44800-45699,3,3
61800-61999,45700-45799,4,4
61800-61999,45800-45999,3,3
61800-61999,46000-46699,2,2
61800-61999,46700-46899,3,3
61800-61999,46900-46999,2,2
61800-61999,47000-47199,3,3
61800-61999,47200-47599,2,2
61800-61999,47600-47799,3,3
61800-61999,47800-47999,2,2
61800-61999,48000-49699,3,3
61800-61999,49700-49999,4,4
61800-61999,50000-50399,3,3
61800-61999,50400-50599,4,4
61800-61999,50600-50799,3,3
61800-61999,50800-50899,4,4
61800-61999,50900-50999,3,3
61800-61999,51000-51699,4,4
61800-61999,51700-51999,NA,NA
61800-61999,52000-52599,3,3
61800-61999,52600-52899,2,2
61800-61999,52900-52999,NA,NA
61800-61999,53000-53999,3,3
61800-61999,54000-54099,4,4
61800-61999,54100-54499,3,3
61800-61999,54500-54599,4,4
61800-61999,54600-54699,3,3
61800-61999,54700-54899,4,4
61800-61999,54900-54999,3,3
61800-61999,55000-56699,4,4
61800-61999,56700-56799,5,5
61800-61999,56800-56999,NA,NA
61800-61999,57000-57499,4,4
61800-61999,57500-57799,5,5
61800-61999,57800-57999,NA,NA
61800-61999,58000-58199,4,4
61800-61999,58200-58899,5,5
61800-61999,58900-58999,NA,NA
61800-61999,59000-59299,6,6
61800-61999,59300-59399,5,5
61800-61999,59400-59999,6,6
61800-61999,60000-62899,2,2
61800-61999,62900-62999,3,3
61800-61999,63000-63499,2,2
61800-61999,63500-63999,3,3
61800-61999,64000-64599,4,4
61800-61999,64600-64699,3,3
61800-61999,64700-64999,4,4
61800-61999,65000-65599,3,3
61800-61999,65600-67699,4,4
61800-61999,67700-67999,5,5
61800-61999,68000-68999,4,4
61800-61999,69000-70999,5,5
61800-61999,71000-71299,4,4
61800-61999,71300-71499,5,5
61800-61999,71500-71599,NA,NA
61800-61999,71600-72999,4,4
61800-61999,73000-73699,5,5
61800-61999,73700-73799,4,4
61800-61999,73800-73999,5,5
61800-61999,74000-74699,4,4
61800-61999,74700-74799,5,5
61800-61999,74800-74999,4,4
61800-61999,75000-75499,5,5
61800-61999,75500-75599,4,4
61800-61999,75600-78499,5,5
61800-61999,78500-78599,6,6
61800-61999,78600-79799,5,5
61800-61999,79800-79999,6,6
61800-61999,80000-81299,5,5
61800-61999,81300-81599,6,6
61800-61999,81600-82099,5,5
61800-61999,82100-82199,6,6
61800-61999,82200-82399,5,5
61800-61999,82400-82599,6,6
61800-61999,82600-82899,5,5
61800-61999,82900-83499,6,6
61800-61999,83500-83899,7,7
61800-61999,83900-83999,NA,NA
61800-61999,84000-85399,6,6
61800-61999,85400-85499,7,7
61800-61999,85500-86399,6,6
61800-61999,86400-86499,7,7
61800-61999,86500-87499,6,6
61800-61999,87500-87799,5,5
61800-61999,87800-88099,6,6
61800-61999,88100-88199,5,5
61800-61999,88200-88399,6,6
61800-61999,88400-88499,5,5
61800-61999,88500-88599,6,6
61800-61999,88600-88899,NA,NA
61800-61999,88900-89299,7,7
61800-61999,89300-89399,6,6
61800-61999,89400-93899,7,7
61800-61999,93900-94199,8,8
61800-61999,94200-94299,7,7
61800-61999,94300-94999,8,8
61800-61999,95000-95399,7,7
61800-61999,95400-95599,8,8
61800-61999,95600-96199,7,7
61800-61999,96200-96699,8,96700
61800-61999,96701,10,9
61800-61999,96702-96705,12,9
61800-61999,96706-96707,10,9
61800-61999,96708,12,9
61800-61999,96709,10,9
61800-61999,96710,12,9
61800-61999,96711-96712,10,9
61800-61999,96713-96716,12,9
61800-61999,96717,10,9
61800-61999,96718-96729,12,9
61800-61999,96730-96731,10,9
61800-61999,96732-96733,12,9
61800-61999,96734,10,9
61800-61999,96735-96743,12,9
61800-61999,96744,10,9
61800-61999,96745-96757,12,9
61800-61999,96758-96759,10,9
61800-61999,96760-96761,12,9
61800-61999,96762,10,9
61800-61999,96763-96774,12,9
61800-61999,96775,10,9
61800-61999,96776-96781,12,9
61800-61999,96782,10,9
61800-61999,96783-96785,12,9
61800-61999,96786,10,9
61800-61999,96787-96788,12,9
61800-61999,96789,10,9
61800-61999,96790,12,9
61800-61999,96791-96792,10,9
61800-61999,96793,12,9
61800-61999,96794-96795,10,9
61800-61999,96796,12,9
61800-61999,96797,10,9
61800-61999,96798-96800,12,9
61800-61999,96801-96863,10,9
61800-61999,96864-96899,12,9
